,Country,OperatingSystem
25771,Canada,Linux-based
25772,India,Linux-based
25773,Finland,MacOS
25774,India,Windows
25775,Nepal,Windows
25776,Germany,Linux-based
25777,Venezuela,Windows
25778,United States of America,MacOS
25779,Pakistan,Windows
25780,Australia,Windows
25781,United States of America,Linux-based
25782,Japan,Windows
25783,Canada,MacOS
25784,Turkey,MacOS
25785,United States of America,Windows
25786,United States of America,MacOS
25787,United States of America,Windows
25788,New Zealand,MacOS
25789,Australia,Windows
25790,United States of America,Windows
25791,United States of America,MacOS
25792,United States of America,Linux-based
25793,France,Linux-based
25794,New Zealand,Windows
25795,United Kingdom,MacOS
25798,United States of America,MacOS
25799,United States of America,MacOS
25800,United States of America,Linux-based
25801,United States of America,MacOS
25803,Austria,Windows
25804,India,MacOS
25805,Denmark,Windows
25806,United States of America,Windows
25808,Belarus,Linux-based
25809,Poland,Windows
25811,Germany,Linux-based
25812,Brazil,Linux-based
25813,China,MacOS
25814,Mongolia,Linux-based
25816,Brazil,Windows
25817,United States of America,MacOS
25818,Austria,Linux-based
25819,Ethiopia,Windows
25820,Germany,MacOS
25822,Australia,Linux-based
25824,Iran,Linux-based
25825,United States of America,Windows
25826,France,MacOS
25827,Argentina,Windows
25830,Belgium,Linux-based
25831,Brazil,Linux-based
25834,United States of America,MacOS
25836,Germany,Windows
25837,India,MacOS
25839,India,Windows
25840,United States of America,MacOS
25841,United States of America,Linux-based
25843,Sri Lanka,Windows
25844,India,MacOS
25845,Albania,Windows
25846,United States of America,Windows
25847,Pakistan,Windows
25848,India,MacOS
25850,Iran,Linux-based
25851,Iran,Windows
25852,Bangladesh,Linux-based
25853,United States of America,Windows
25854,France,Linux-based
25855,United States of America,MacOS
25856,Armenia,MacOS
25857,Italy,MacOS
25859,Indonesia,Windows
25860,France,MacOS
25861,United States of America,Windows
25862,United States of America,Linux-based
25864,Australia,Windows
25865,United States of America,Windows
25868,Canada,Windows
25869,France,Windows
25870,Pakistan,Windows
25871,Mexico,Windows
25872,India,MacOS
25873,Slovenia,Linux-based
25876,India,MacOS
25877,United States of America,MacOS
25878,United Kingdom,Windows
25879,United Kingdom,Windows
25881,United Kingdom,Windows
25882,India,MacOS
25883,United States of America,MacOS
25884,United States of America,Windows
25885,Brazil,MacOS
25886,United Kingdom,Windows
25887,Netherlands,Windows
25889,Germany,MacOS
25890,Germany,Windows
25891,Switzerland,Linux-based
25892,Sri Lanka,Windows
25893,Germany,Windows
25894,United States of America,MacOS
25895,Colombia,MacOS
25896,United States of America,Linux-based
25897,Turkey,MacOS
25898,Russia,Windows
25899,Austria,Windows
25900,India,Windows
25901,United States of America,MacOS
25902,United States of America,Windows
25903,France,Linux-based
25904,Cuba,Windows
25906,Algeria,Windows
25908,Morocco,Windows
25909,United States of America,Windows
25911,Germany,Windows
25912,India,Linux-based
25913,Finland,Windows
25914,Norway,Windows
25915,India,Linux-based
25916,Norway,Windows
25917,Germany,Linux-based
25918,Germany,Windows
25920,Romania,Windows
25923,Spain,MacOS
25924,Malaysia,MacOS
25925,India,Windows
25926,United States of America,MacOS
25927,Iran,Linux-based
25929,United States of America,Windows
25930,Germany,Windows
25932,Austria,Windows
25933,United States of America,Windows
25934,France,MacOS
25935,Russia,MacOS
25936,Pakistan,Windows
25938,Israel,MacOS
25939,Canada,MacOS
25940,Romania,MacOS
25941,India,Windows
25942,Austria,Windows
25943,United States of America,Linux-based
25944,Australia,MacOS
25945,Germany,Windows
25946,Germany,Windows
25947,Canada,MacOS
25948,India,Windows
25949,Germany,Windows
25951,Turkey,Linux-based
25952,Germany,Linux-based
25953,Spain,MacOS
25954,India,MacOS
25955,Germany,Linux-based
25957,United States of America,MacOS
25958,India,Linux-based
25959,United States of America,MacOS
25960,United Kingdom,Windows
25961,Japan,Windows
25962,Brazil,Linux-based
25963,Canada,Windows
25964,United States of America,MacOS
25966,United Kingdom,Windows
25968,Czechia,Linux-based
25969,Germany,Windows
25971,Turkey,Linux-based
25972,United States of America,Windows
25973,Norway,Linux-based
25974,India,Windows
25975,India,MacOS
25976,India,Windows
25977,Israel,Windows
25978,Philippines,Windows
25980,France,Linux-based
25982,Sweden,Windows
25985,United States of America,Windows
25986,United Kingdom,Windows
25987,United States of America,Windows
25988,Russia,MacOS
25989,Australia,Windows
25990,United States of America,MacOS
25991,United States of America,Linux-based
25992,India,Windows
25993,Canada,Linux-based
25994,El Salvador,Windows
25996,India,Linux-based
25997,United States of America,Windows
25998,United Kingdom,Linux-based
25999,United States of America,MacOS
26002,Bulgaria,Windows
26004,Sweden,Windows
26006,United States of America,Windows
26007,Turkey,Linux-based
26008,India,Linux-based
26009,United States of America,MacOS
26010,France,Windows
26011,United States of America,Windows
26014,Ukraine,Windows
26015,United States of America,Windows
26016,India,Linux-based
26017,Spain,MacOS
26018,Brazil,Windows
26019,Indonesia,Windows
26020,Russia,Windows
26021,India,Linux-based
26022,United States of America,MacOS
26023,South Africa,Linux-based
26024,Italy,Linux-based
26026,Canada,Windows
26028,Australia,Windows
26029,United States of America,MacOS
26030,India,MacOS
26031,Russia,Windows
26032,United Kingdom,Linux-based
26033,Australia,Windows
26034,Moldova,Windows
26036,United States of America,Windows
26039,India,Windows
26040,Brazil,Windows
26041,Russia,Linux-based
26042,India,Windows
26043,Germany,Windows
26044,Germany,MacOS
26046,Denmark,MacOS
26048,United Kingdom,Linux-based
26049,Bahrain,MacOS
26050,India,Linux-based
26051,United States of America,Windows
26053,Canada,MacOS
26054,Russia,Windows
26056,Philippines,Linux-based
26057,United States of America,Windows
26058,China,Windows
26059,Brazil,Windows
26060,United States of America,Windows
26061,Russia,Windows
26062,United States of America,Linux-based
26063,United Kingdom,MacOS
26064,Australia,Linux-based
26066,Latvia,Windows
26067,France,Linux-based
26068,Brazil,Windows
26070,China,Linux-based
26071,United States of America,Linux-based
26072,United States of America,Windows
26074,Norway,MacOS
26075,United States of America,Linux-based
26076,United States of America,Windows
26077,United Kingdom,Windows
26078,Switzerland,Windows
26079,Trinidad and Tobago,Windows
26080,Canada,MacOS
26081,India,Windows
26082,Uruguay,Windows
26083,Other Country (Not Listed Above),Windows
26084,Czechia,Windows
26085,India,Windows
26086,Israel,Linux-based
26087,United Kingdom,Windows
26088,United States of America,MacOS
26089,United States of America,Windows
26090,Ukraine,Linux-based
26091,United States of America,MacOS
26093,United Kingdom,Linux-based
26094,Switzerland,Windows
26096,Russia,MacOS
26098,France,Linux-based
26099,United States of America,Windows
26100,Malaysia,Windows
26101,Israel,Linux-based
26102,United States of America,Linux-based
26103,United Kingdom,Windows
26105,India,Windows
26106,United States of America,MacOS
26107,Australia,Linux-based
26108,India,Linux-based
26109,Austria,Windows
26110,United States of America,MacOS
26111,Guatemala,Windows
26113,Canada,MacOS
26115,United States of America,Windows
26116,United States of America,Windows
26117,United States of America,Linux-based
26118,Peru,Linux-based
26119,United States of America,Linux-based
26121,India,Windows
26122,Trinidad and Tobago,Windows
26123,United States of America,Windows
26124,Indonesia,Linux-based
26125,Philippines,Linux-based
26126,United States of America,Linux-based
26127,United States of America,Windows
26129,Iran,Windows
26130,United States of America,MacOS
26131,United Kingdom,Windows
26132,Italy,Linux-based
26133,India,Windows
26134,Indonesia,Linux-based
26135,Australia,Linux-based
26136,Sri Lanka,Linux-based
26137,New Zealand,Windows
26139,India,Linux-based
26140,Australia,MacOS
26141,Egypt,MacOS
26142,Mexico,Linux-based
26143,India,Linux-based
26144,Germany,Windows
26145,United States of America,MacOS
26146,United States of America,MacOS
26147,United Kingdom,Windows
26148,United States of America,Windows
26151,United States of America,Windows
26152,India,Linux-based
26153,Belgium,Windows
26155,United States of America,Linux-based
26156,Russia,Windows
26157,Germany,MacOS
26158,Nigeria,MacOS
26159,Germany,Windows
26160,Canada,MacOS
26161,Brazil,Windows
26162,United States of America,Windows
26163,Russia,Windows
26165,India,Windows
26166,United States of America,MacOS
26167,Iran,Windows
26168,France,Linux-based
26169,United States of America,Linux-based
26170,New Zealand,Windows
26171,Canada,MacOS
26172,Philippines,Windows
26173,Australia,MacOS
26174,Vietnam,Linux-based
26175,Spain,Linux-based
26176,United States of America,Windows
26177,New Zealand,Windows
26178,Canada,Windows
26179,Jordan,Windows
26180,Bangladesh,Windows
26182,Finland,Windows
26183,United States of America,Linux-based
26184,United States of America,Linux-based
26185,United States of America,Linux-based
26186,India,Linux-based
26188,United States of America,MacOS
26190,Bangladesh,Windows
26191,United States of America,Windows
26192,France,MacOS
26194,United States of America,MacOS
26195,United Kingdom,MacOS
26196,Russia,Linux-based
26197,Ukraine,Linux-based
26198,Pakistan,Windows
26199,Sweden,Windows
26201,Zimbabwe,Windows
26203,Serbia,Linux-based
26204,United States of America,Windows
26205,United States of America,Windows
26207,Germany,MacOS
26210,Brazil,MacOS
26212,Indonesia,Windows
26213,Hungary,Windows
26214,United States of America,MacOS
26215,Sweden,Windows
26219,Indonesia,Linux-based
26220,Germany,Windows
26224,Spain,Linux-based
26225,United States of America,Windows
26226,United States of America,MacOS
26227,United Kingdom,Windows
26228,Poland,Linux-based
26229,Belgium,MacOS
26230,United States of America,Windows
26231,United States of America,Linux-based
26232,Russia,Linux-based
26233,Bulgaria,Windows
26234,Pakistan,Linux-based
26236,Norway,Linux-based
26238,United States of America,Windows
26239,United Kingdom,Windows
26240,India,Windows
26241,Portugal,MacOS
26243,India,MacOS
26244,United States of America,MacOS
26245,United States of America,Linux-based
26247,Belgium,Windows
26248,Hungary,Windows
26249,Netherlands,Windows
26250,India,Linux-based
26251,Germany,Linux-based
26252,Brazil,MacOS
26254,France,MacOS
26255,France,Windows
26256,Australia,MacOS
26258,Austria,Windows
26259,India,Windows
26260,United States of America,MacOS
26261,India,MacOS
26262,Ukraine,Linux-based
26263,Netherlands,MacOS
26264,United Kingdom,Windows
26265,Romania,Windows
26266,India,Windows
26268,United Kingdom,Windows
26269,India,Linux-based
26270,Germany,Linux-based
26271,United States of America,MacOS
26273,Albania,Windows
26274,United Kingdom,Linux-based
26275,United States of America,Windows
26277,Morocco,Linux-based
26279,India,Windows
26280,New Zealand,MacOS
26281,Bangladesh,Windows
26282,Germany,Windows
26285,Netherlands,MacOS
26286,Germany,Linux-based
26287,United Kingdom,Windows
26289,China,Windows
26290,Germany,MacOS
26291,Germany,MacOS
26292,Russia,Linux-based
26295,India,Windows
26296,India,Windows
26297,United Kingdom,MacOS
26298,Czechia,MacOS
26299,China,Windows
26300,United Kingdom,Windows
26301,Canada,MacOS
26302,India,Linux-based
26303,United States of America,Linux-based
26304,United States of America,MacOS
26307,South Africa,Windows
26308,France,Linux-based
26309,France,Windows
26311,Australia,MacOS
26315,Malaysia,MacOS
26317,Germany,Windows
26318,Denmark,Windows
26319,Spain,Windows
26320,United States of America,Linux-based
26321,Russia,MacOS
26322,Russia,MacOS
26324,United Kingdom,Windows
26325,China,MacOS
26327,United States of America,MacOS
26330,United States of America,Windows
26331,India,Windows
26332,Spain,Linux-based
26333,Poland,Linux-based
26334,Sri Lanka,Windows
26336,India,MacOS
26337,United States of America,Linux-based
26338,India,Windows
26339,Russia,Windows
26340,Canada,MacOS
26341,United Kingdom,MacOS
26342,United States of America,MacOS
26343,Ukraine,MacOS
26344,Pakistan,Windows
26345,India,Windows
26346,France,Windows
26347,Paraguay,MacOS
26348,Panama,Windows
26349,United States of America,MacOS
26350,Tajikistan,Windows
26351,Romania,Windows
26353,India,Windows
26354,Austria,Windows
26355,Australia,Windows
26357,Ireland,Windows
26358,Russia,Windows
26359,Italy,MacOS
26360,India,Windows
26361,United States of America,MacOS
26362,United Kingdom,Windows
